32,_,卸妆液,整体,正面
33,_,好用,整体,正面
33,_,很自然,功效,正面
33,包装,精美,包装,正面
33,气味,清新,气味,正面
33,使用体验,很好,使用体验,正面
33,价格,实惠,价格,正面
33,_,不错,整体,正面
34,_,快,物流,正面
34,_,很好,整体,正面
34,_,不错,整体,正面
34,价格,有点贵,价格,负面
35,_,有些不合适,整体,负面
35,_,有刺激性,使用体验,负面
35,_,有些痒,使用体验,负面
35,_,很不舒服,使用体验,负面
35,_,刺激性,使用体验,负面
35,_,痒,使用体验,负面
36,快递,很快,物流,正面
36,_,值得信赖,整体,正面
36,_,大品牌,整体,正面
37,速度,很快,物流,正面
37,_,很划算,价格,正面
38,_,很水润,使用体验,正面
38,包装,不错,包装,正面
38,使用体验,非常好,使用体验,正面
38,包装设计,很有创意,包装,正面
38,价格,合理,价格,正面
39,物流,很快,物流,正面
39,快递小哥服务,很好,物流,正面
39,包装,很好,包装,正面
39,气味,很好,气味,正面
39,使用体验,很好,使用体验,正面
39,_,真的,真伪,正面
40,_,_,_,_
41,_,水水的,使用体验,正面
41,_,很好用,整体,正面
41,_,不紧绷,使用体验,正面
42,质量,一般,其他,中性
42,包装,一般,包装,中性
42,味道,一般,气味,中性
42,_,一般,整体,中性
43,_,挺好用的,整体,正面
43,酒精味,重了点,气味,负面
44,_,很喜欢,整体,正面
45,_,很好,整体,正面
45,_,一直在用,整体,正面
45,_,好几次,整体,正面
46,_,还可以,整体,正面
46,_,有点贵,价格,负面
47,_,非常不错,整体,正面
47,味道,没有刺鼻,气味,正面
47,_,很温和,使用体验,正面
47,_,很舒服,使用体验,正面
48,_,还行,整体,正面
48,_,不错,整体,正面
49,发货,太垃圾了,物流,负面
49,_,不值,价格,负面
49,盒子,没有,包装,负面
49,_,塑料袋,包装,负面
49,_,太垃圾了,整体,负面
50,香味,淡淡的,气味,正面
50,_,还不错,整体,正面
50,发票,不提供,服务,负面
51,_,不错,整体,正面
52,_,好用,整体,正面
52,_,显白,功效,正面
52,_,不油腻,使用体验,正面
53,价格,挺便宜的,价格,正面
54,_,_,_,_
55,_,很不错,整体,正面
55,_,实惠,价格,正面
56,包装,有点破,包装,负面
56,_,很喜欢,整体,正面
56,_,有点失望,整体,负面
57,_,不怎么好用,整体,负面
58,_,亲肤,使用体验,正面
58,_,柔和,使用体验,正面
58,_,满意,整体,正面
58,_,大大的,尺寸,正面
58,_,卸妆水,整体,正面
59,_,辣眼睛,使用体验,负面
59,_,疼眼睛,使用体验,负面
60,_,非常好,整体,正面
60,_,很滑,使用体验,正面
60,_,很嫩,使用体验,正面
61,_,好,整体,正面
61,_,买,整体,正面
62,_,不好用,整体,负面
62,_,不适合,整体,负面
62,_,蹭下来,使用体验,负面
62,_,不是想象那样,整体,负面
62,_,一擦就蹭下来,使用体验,负面
62,_,总觉得,整体,负面
63,活动,_,价格,正面
63,性价比,特别好,价格,正面
63,_,特别合适,整体,正面
64,_,很适合,整体,正面
64,_,不错,整体,正面
65,送货师傅,很给力,物流,正面
65,_,不错,整体,正面
66,物流,很快,物流,正面
66,_,还可以,整体,正面
66,包装,有点差,包装,负面
66,包装,很好,包装,正面
66,_,不错,整体,正面
66,价格,有点贵,价格,负面
66,气味,有点刺鼻,气味,负面
67,_,好用,整体,正面
68,物流,非常快,物流,正面
68,包装,不错,包装,正面
69,快递,给力的,物流,正面
69,包装,精致的,包装,正面
69,包装,精美,包装,正面
69,价格,便宜,价格,正面
69,物流速度,很快,物流,正面
69,_,不错,整体,正面
70,_,_,_,_
71,_,保湿,功效,正面
71,_,滋润,使用体验,正面
71,_,挺好的,整体,正面
72,包装,很一般,包装,中性
72,味道,很一般,气味,中性
72,_,很一般,整体,中性
72,味道,很好,气味,正面
72,_,还不错,整体,正面
73,_,过敏,使用体验,负面
73,_,痒痒的,使用体验,负面
73,_,长红色的疙瘩,使用体验,负面
73,_,停用,使用体验,负面
74,_,不怎么滴,整体,负面
75,活动,非常划算,价格,正面
75,_,真心不错,整体,正面
75,_,温和,使用体验,正面
75,_,不刺激,使用体验,正面
76,性价比,高,价格,正面
76,包装,不错,包装,正面
76,气味,好闻,气味,正面
76,使用体验,不错,使用体验,正面
77,_,好评,整体,正面
77,_,真的好好用,整体,正面
77,_,无刺激,使用体验,正面
78,价格,便宜,价格,正面
78,性价比,高,价格,正面
78,包装,不错,包装,正面
78,_,还可以,整体,正面
79,包装,很好,包装,正面
79,快递,快,物流,正面
79,_,不错,整体,正面
80,补水效果,_,功效,中性
80,_,还不错,整体,正面
80,_,_,整体,中性
81,_,_,_,_
82,物流,很快,物流,正面
82,_,不错,整体,正面
83,_,还行,整体,正面
83,_,不油腻,使用体验,正面
83,_,不粘腻,使用体验,正面
83,_,不错,整体,正面
84,_,还不错,整体,正面
84,_,会回购,整体,正面
84,_,感觉还不错,整体,正面
85,设计,很喜欢,包装,正面
85,包装设计,很好,包装,正面
85,使用体验,不错,使用体验,正面
85,价格,便宜,价格,正面
85,物流,不错,物流,正面
85,气味,很好,气味,正面
85,_,不错,整体,正面
86,_,很好用,整体,正面
86,_,修复得很好,功效,正面
86,_,光光滑的,使用体验,正面
86,_,超喜欢的,整体,正面
87,速度,很快,物流,正面
87,_,好评,整体,正面
87,_,水润润,使用体验,正面
88,_,很温和,使用体验,正面
88,_,很清爽,使用体验,正面
88,_,不紧绷,使用体验,正面
88,_,很划算,价格,正面
89,性价比,高,价格,正面
89,包装,精美,包装,正面
89,气味,好闻,气味,正面
89,_,非常好用,整体,正面
89,_,好,使用体验,正面
89,_,不错,整体,正面
90,_,不错,整体,正面
91,_,挺好的,整体,正面
91,_,不错的,整体,正面
92,味道,不是很喜欢,气味,负面
92,包装,太差了,包装,负面
92,物流,太慢了,物流,负面
92,价格,太贵了,价格,负面
92,_,太差了,整体,负面
92,味道,太难闻了,气味,负面
93,_,很好用,整体,正面
93,味道,特别好闻,气味,正面
93,_,很细腻,使用体验,正面
94,价格,优惠,价格,正面
94,_,满意,整体,正面
95,_,_,_,_
96,_,特别滑,使用体验,正面
96,精华液,挺多,成分,正面
96,_,好评,整体,正面
97,包装,精美,包装,正面
97,价格,实惠,价格,正面
97,物流速度,很快,物流,正面
97,使用体验,很好,使用体验,正面
98,_,很不错,整体,正面
98,_,非常喜欢,整体,正面
98,小赠品,_,价格,正面
98,快递,给力的很,物流,正面
99,补水效果,较好,功效,正面
100,补水效果,特别好,功效,正面
100,_,特别水润,使用体验,正面
101,性价比,高,价格,正面
101,_,还可以,整体,正面
102,_,_,_,_
103,_,很喜欢,整体,正面
103,_,水水的,使用体验,正面
104,_,可以,整体,正面
104,_,便宜,价格,正面
104,_,实惠,价格,正面
105,_,_,_,_
106,活动,_,价格,正面
106,_,好用,整体,正面
106,_,超级好用,整体,正面
107,_,_,_,_
108,_,不错,整体,正面
108,_,有点干,使用体验,负面
109,送货,快,物流,正面
109,包装,好,包装,正面
109,_,很好用,整体,正面
109,_,好评,整体,正面
110,味道,_,气味,正面
110,_,还行吧,整体,正面
111,补水效果,不错,功效,正面
111,保湿效果,不错,功效,正面
111,性价比,很高,价格,正面
111,_,还不错,整体,正面
111,包装,不错,包装,正面
111,气味,不错,气味,正面
111,物流,不错,物流,正面
111,服务,不错,服务,正面
111,尺寸,不错,尺寸,正面
111,新鲜度,不错,新鲜度,正面
112,_,是正品,真伪,正面
112,香味,浓郁,气味,正面
112,遮瑕效果,非常好,功效,正面
113,保湿效果,不错,功效,正面
113,_,挺好用的,整体,正面
114,_,非常好用,整体,正面
115,_,很好用,整体,正面
116,味道,好闻,气味,正面
116,包装,不错,包装,正面
116,_,不错,整体,正面
117,_,_,_,_
118,价格,合适,价格,正面
118,_,不贵,价格,正面
118,_,好用,整体,正面
119,_,是正品,真伪,正面
119,性价比,最高,价格,正面
119,_,很好用,整体,正面
119,物流,很快,物流,正面
120,_,挺好的,整体,正面
120,_,不错,整体,正面
120,_,可以,整体,正面
120,_,试试,整体,正面
121,_,挺好的,整体,正面
121,包装,很好,包装,正面
121,味道,不错,气味,正面
121,价格,便宜,价格,正面
121,物流,不错,物流,正面
121,_,不错,整体,正面
121,包装,不错,包装,正面
122,味道,真的不好闻,气味,负面
122,_,很次,整体,负面
122,滑石粉,放多了,成分,负面
122,_,不好冲洗,使用体验,负面
122,赠品,_,价格,正面
122,_,很勉强,整体,负面
122,_,真的不好闻,气味,负面
123,_,可以,整体,正面
124,_,确实很好用,整体,正面
124,_,好用,整体,正面
125,_,好用,整体,正面
125,_,不贵,价格,正面
126,_,不错,整体,正面
126,_,好用,整体,正面
126,_,一如既往的好用,整体,正面
127,送货速度,很快,物流,正面
127,_,好用,整体,正面
127,_,挺清爽的,使用体验,正面
127,_,优惠,价格,正面
127,送货速度,很方便,物流,正面
128,_,还可以,整体,正面
129,_,_,_,_
130,_,物美价廉,价格,正面
130,发货,快,物流,正面
130,盒子,很漂亮,包装,正面
131,活动,_,价格,正面
131,_,便宜,价格,正面
132,_,不好用,整体,负面
133,快递,慢,物流,负面
133,_,一般般,整体,中性
134,物流,快,物流,正面
134,包装,很好,包装,正面
134,价格,有点贵,价格,负面
134,_,一模一样,整体,正面
135,赠品,没有,价格,负面
135,价格,便宜一点,价格,正面
135,赠品,有一点,价格,正面
135,价格,差不多,价格,中性
136,_,好用,整体,正面
136,_,超级好用,整体,正面
136,_,不干,使用体验,正面
136,_,很舒服,使用体验,正面
137,水份,多,成分,正面
137,价格,便宜,价格,正面
137,_,不紧,使用体验,正面
137,_,没买错,整体,正面
138,_,超级补水,功效,正面
138,_,超级划算,价格,正面
138,_,五星好评,整体,正面
139,_,_,整体,正面
140,送货,快,物流,正面
141,补水效果,很好,功效,正面
141,_,很好用,整体,正面
141,_,滋润,使用体验,正面
141,_,服帖,使用体验,正面
142,_,_,_,_
143,_,挺实惠,价格,正面
143,_,蛮好用,整体,正面
143,_,很滋润,使用体验,正面
143,使用体验,不错,使用体验,正面
143,包装,不错,包装,正面
143,气味,不错,气味,正面
143,_,不错,整体,正面
144,_,_,_,_
145,物流,杠杠的,物流,正面
145,包装,不错,包装,正面
145,效果,_,功效,中性
146,_,_,_,_
147,_,还可以,整体,正面
147,_,有点小,尺寸,负面
147,包装,很好,包装,正面
147,味道,不错,气味,正面
147,使用体验,一般,使用体验,中性
147,_,还不错,整体,正面
147,包装,不错,包装,正面
148,补水效果,特别好,功效,正面
149,_,还可以,整体,正面
149,吸收效果,不是太好,使用体验,负面
149,包装设计,很独特,包装,正面
149,气味,很好闻,气味,正面
149,使用体验,不错,使用体验,正面
149,价格,便宜,价格,正面
149,_,很好,整体,正面
149,异味,_,气味,负面
150,_,很好,整体,正面
150,_,有一点增白的效果,功效,正面
151,发货,快,物流,正面
151,包装,好,包装,正面
151,服务,好,服务,正面
151,价格,好,价格,正面
151,_,好评,整体,正面
151,_,一如既往的好评,整体,正面
152,_,不是太喜欢,整体,负面
152,味道,有点重,气味,负面
152,包装,有点差,包装,负面
152,价格,有点贵,价格,负面
152,物流,有点慢,物流,负面
153,配送员服务,超好,物流,正面
153,_,超级不错,整体,正面
153,_,细腻,使用体验,正面
153,_,不起块,使用体验,正面
154,_,干,使用体验,负面
154,_,搓泥,使用体验,负面
155,送货,快,物流,正面
155,_,经济,价格,正面
155,_,实惠,价格,正面
155,送货速度,喜欢,物流,正面
155,_,好用,整体,中性
155,_,秒杀,价格,正面
156,_,很好用,整体,正面
157,养肤效果,不错,功效,正面
157,使用体验,很好,使用体验,正面
158,遮暇力度,不够,功效,负面
158,_,不油腻,使用体验,正面
158,_,服帖,使用体验,正面
158,性价比,超高,价格,正面
158,_,喜欢,整体,正面
159,_,是正品,真伪,正面
160,_,_,_,_
161,_,很好用,整体,正面
161,_,很实惠,价格,正面
161,包装,很好,包装,正面
161,气味,不错,气味,正面
161,使用体验,很好,使用体验,正面
161,_,不错,整体,正面
162,物流,很快,物流,正面
162,价格,实惠,价格,正面
162,_,挺好,整体,正面
163,_,挺好用的,整体,正面
163,卸妆,很温和,功效,正面
163,_,很清爽,使用体验,正面
163,_,不伤皮肤,使用体验,正面
164,外包装,湿了,包装,负面
164,_,十分不好,整体,负面
164,商家,改进,服务,中性
164,_,不知道如何,整体,中性
165,物流速度,不错,物流,正面
165,_,很喜欢,整体,正面
165,_,支持一下,整体,正面
165,_,_,整体,正面
166,_,挺好用的,整体,正面
167,性价比,高,价格,正面
167,包装,精美,包装,正面
167,气味,好闻,气味,正面
167,_,非常不错,整体,正面
167,_,实惠,价格,正面
167,_,好,整体,正面
167,_,不错,整体,正面
168,_,挺好用的,整体,正面
168,_,挺滋润的,使用体验,正面
168,_,没有那么大,使用体验,正面
168,_,正面效果,使用体验,正面
169,_,好评,整体,正面
169,_,好用,整体,正面
169,性价比,高,价格,正面
170,遮瑕效果,不错,功效,正面
170,使用感,不错,使用体验,正面
170,包装,不错,包装,正面
170,气味,不错,气味,正面
170,_,确实适合,整体,正面
170,_,不错,整体,正面
171,_,不怎么好用,整体,负面
171,_,洗不干净,功效,负面
171,_,便宜,价格,正面
171,_,不知道是不是真的,真伪,中性
172,吸收,快,使用体验,正面
172,_,超级滋润,使用体验,正面
172,活动,给力,价格,正面
172,价格,便宜,价格,正面
172,包装,精美,包装,正面
172,气味,好闻,气味,正面
173,包装,捡漏,包装,负面
173,包装,不厚道,包装,负面
173,包装,不送个盒子,包装,负面
173,包装,用塑料袋装着,包装,负面
174,_,_,_,_
175,_,很好用,整体,正面
175,_,一直再回购,整体,正面
176,_,有点点卡粉,使用体验,负面
176,_,不咋个遮瑕,功效,负面
176,_,有点点干,使用体验,负面
177,_,一如既往的好,整体,正面
178,_,挺满意的,整体,正面
178,_,还不错,整体,正面
178,补水效果,挺好的,功效,正面
178,_,有点紧绷,使用体验,负面
179,_,物超所值,整体,正面
179,_,物聊超快,物流,正面
180,_,比较容易推开,使用体验,正面
180,防晒效果,挺快的,功效,正面
180,_,不油腻,使用体验,正面
180,持久情况,挺不错的,功效,正面
180,_,不泛白,功效,正面
180,成膜,挺快的,功效,正面
180,_,泛白,功效,中性
181,_,很好,整体,正面
181,_,不过敏,使用体验,正面
181,_,很保湿,功效,正面
181,_,不油腻,使用体验,正面
182,_,还不错,整体,正面
182,_,能遮盖红血丝,功效,正面
182,_,挺干,使用体验,中性
183,_,是正品,真伪,正面
183,_,很好用,整体,正面
184,_,_,_,_
185,_,应该不错,整体,正面
185,_,可以,整体,正面
186,物流速度,快,物流,正面
186,_,非常不错,整体,正面
186,包装,精美,包装,正面
186,气味,清香,气味,正面
186,使用体验,很好,使用体验,正面
186,价格,实惠,价格,正面
186,_,不错,整体,正面
187,保湿效果,很好,功效,正面
188,_,特别好用,整体,正面
188,_,赞,整体,正面
189,_,_,_,_
190,价格,合适,价格,正面
190,包装,不错,包装,正面
190,气味,不错,气味,正面
190,使用体验,不错,使用体验,正面
190,_,不错,整体,正面
191,_,很不错,整体,正面
192,_,很好用,整体,正面
192,_,很舒服,使用体验,正面
192,_,_,价格,中性
192,_,_,物流,中性
192,_,_,气味,中性
192,_,_,包装,中性
192,_,_,真伪,中性
192,_,_,服务,中性
193,_,_,_,_
194,泡泡,不是很多,使用体验,中性
194,气味,很好闻,气味,正面
194,气味,淡淡的清香,气味,正面
194,使用体验,还不错,使用体验,正面
194,包装,很好,包装,正面
194,_,还不错,整体,正面
195,_,一般,整体,中性
196,_,_,_,_
197,_,还行,整体,正面
198,_,还可以,整体,正面
198,_,不紧绷,使用体验,正面
199,物流,很快,物流,正面
199,_,很满意,整体,正面
199,_,还不错,整体,正面
200,补水,可以的,功效,正面
200,_,有些油,使用体验,负面
201,送货速度,快,物流,正面
201,包装,精美,包装,正面
201,味道,好闻,气味,正面
201,价格,便宜,价格,正面
201,_,很不错,整体,正面
201,_,赞一个,整体,正面
201,_,很喜欢,整体,正面
201,_,好,整体,正面
201,_,棒棒的,整体,正面
201,_,不错,整体,正面
202,_,_,_,_
203,_,挺好的,整体,正面
203,物流,挺快的,物流,正面
203,_,好评,整体,正面
204,_,还可以,整体,正面
205,_,_,_,_
206,礼盒,_,包装,正面
206,盒子,很精美,包装,正面
206,卖家,良心,服务,正面
206,_,大大的幸福,整体,正面
206,_,很好用,整体,正面
207,_,很喜欢,整体,正面
207,_,很好用,整体,正面
207,香味,不重,气味,正面
207,_,不刺激,使用体验,正面
207,_,特别好,整体,正面
208,_,挺好用的,整体,正面
208,味道,香香的,气味,正面
208,_,很滑,使用体验,正面
208,_,很舒服,使用体验,正面
208,_,好评,整体,正面
209,_,_,_,_
210,活动,给力,价格,正面
210,_,贵些,价格,负面
210,_,郁闷,价格,负面
210,活动,_,价格,正面
210,_,不买,价格,负面
210,活动,早知道,价格,正面
210,活动,不买,价格,负面
210,活动,贵些,价格,负面
211,补水效果,特别好,功效,正面
211,_,很喜欢,整体,正面
211,包装设计,很独特,包装,正面
211,气味,很好闻,气味,正面
211,使用体验,不错,使用体验,正面
211,价格,便宜,价格,正面
211,_,还不错,整体,正面
212,_,假的,真伪,负面
213,_,不好,整体,负面
213,_,好用,整体,正面
213,_,没有其他款式的好用,整体,负面
213,_,效果不好,整体,负面
214,_,不错,整体,正面
214,_,满意,整体,正面
215,_,非常好用,整体,正面
215,_,很干净,使用体验,正面
216,_,很好用,整体,正面
216,_,不油腻,使用体验,正面
216,_,有点小,尺寸,负面
216,_,大油田的最佳选择,整体,正面
216,_,快,使用体验,正面
216,_,可以考虑大瓶装,尺寸,正面
217,补水效果,不错,功效,正面
217,保湿效果,一般般,功效,中性
217,_,还不错,整体,正面
218,快递,超级给力,物流,正面
218,_,不错,整体,正面
219,活动,很惊喜,价格,正面
219,赠品,_,价格,正面
219,颜值,在线,包装,正面
219,成分,安全,成分,正面
219,_,很好用,整体,正面
219,_,好开森,整体,正面
219,_,安全,成分,正面
220,包装,挺好看的,包装,正面
220,快递小哥,挺好的,物流,正面
220,包装,不错,包装,正面
220,快递小哥,不错,物流,正面
220,_,不错,整体,正面
220,价格,便宜,价格,正面
220,气味,不错,气味,正面
221,_,不错,整体,正面
221,_,喜欢,整体,正面
222,_,很便宜,价格,正面
222,包装,很好,包装,正面
222,味道,不错,气味,正面
222,使用体验,不错,使用体验,正面
222,_,不错,整体,正面
223,_,很好用,整体,正面
223,价格,有点贵,价格,负面
223,_,涨价,价格,负面
223,_,有点贵,价格,负面
224,_,好用,整体,正面
224,_,很舒服,使用体验,正面
224,使用体验,非常好,使用体验,正面
224,包装设计,很有创意,包装,正面
224,性价比,很高,价格,正面
224,气味,很清新,气味,正面
225,_,_,_,_
226,_,很好,整体,正面
226,_,不错,整体,正面
227,_,很好用,整体,正面
227,_,很方便,整体,正面
227,_,很好,整体,正面
228,速度,飞快,物流,正面
228,_,大爱,整体,正面
229,_,光滑,使用体验,正面
230,_,不过敏,使用体验,正面
230,_,很好用,整体,正面
230,包装,精美,包装,正面
230,气味,清新,气味,正面
230,使用体验,很好,使用体验,正面
230,价格,实惠,价格,正面
230,_,不错,整体,正面
231,物流,快,物流,正面
231,_,真心不错,整体,正面
231,_,喜欢,整体,正面
232,_,_,_,_
233,_,物超所值,整体,正面
233,_,好评,整体,正面
234,_,好用,整体,正面
234,_,不粘锅,使用体验,正面
234,_,不粘油,使用体验,正面
234,_,不粘水,使用体验,正面
234,_,不粘,使用体验,正面
235,_,还好,整体,正面
235,_,有点贵,价格,负面
235,包装,有点差,包装,负面
235,味道,有点刺鼻,气味,负面
235,_,还不错,整体,正面
236,_,水润,使用体验,正面
236,_,轻薄,使用体验,正面
236,_,比较保湿,功效,正面
236,_,不错,整体,正面
236,包装设计,很独特,包装,正面
236,使用体验,很好,使用体验,正面
236,气味,很清新,气味,正面
237,_,挺好,整体,正面
238,_,很不开心,整体,负面
238,_,贵了,价格,负面
238,优惠卷,_,价格,负面
238,_,不很,整体,负面
238,_,很不,整体,负面
238,_,不,整体,负面
239,吸收,很好,使用体验,正面
239,_,很喜欢,整体,正面
239,_,适合,整体,正面
240,_,_,_,_
241,补水,还可以,功效,正面
241,精华液,很多,成分,正面
241,_,不错,整体,正面
242,_,便宜,价格,正面
242,_,没什么好说的,整体,负面
242,_,第一次,整体,负面
242,_,最后一次,整体,负面
242,_,_,整体,负面
243,_,一般,整体,中性
243,_,没什么效果,功效,负面
244,_,不错,整体,正面
244,_,非常好用,整体,正面
245,送货上门,_,物流,正面
245,速度,快,物流,正面
245,包装,有点破,包装,负面
246,服务,很好,服务,正面
246,性价比,高,价格,正面
246,_,很不错,整体,正面
247,价格,便宜,价格,正面
247,包装,不错,包装,正面
247,气味,不错,气味,正面
247,使用体验,不错,使用体验,正面
247,_,还不错,整体,正面
248,_,很美白,功效,正面
248,味道,很舒服,气味,正面
248,_,很喜欢,整体,正面
248,_,大爱,整体,正面
249,_,挺好的,整体,正面
249,_,滋润,使用体验,正面
249,_,不油腻,使用体验,正面
249,_,不错,整体,正面
250,_,不错,整体,正面
251,_,_,_,_
252,_,_,_,_
253,服务,_,服务,正面
254,_,一般,整体,中性
254,补水效果,一般般,功效,中性
255,_,_,_,_
256,活动,不给力,价格,负面
256,_,快捷,其他,正面
256,_,方便,其他,正面
256,_,不错,整体,正面
257,_,_,_,_
258,_,好用,整体,正面
258,_,非常的好用,整体,正面
259,_,好小,尺寸,负面
259,包装,太差了,包装,负面
259,气味,难闻,气味,负面
259,价格,太贵了,价格,负面
259,气味,太难闻了,气味,负面
260,发货,轻拿轻放,物流,负面
260,包装盒,加强,包装,负面
260,_,失望,整体,负面
261,_,_,_,_
262,_,好评,整体,正面
262,_,好用,整体,正面
263,_,物有所值,整体,正面
263,_,不错,整体,正面
263,包装,精美,包装,正面
263,气味,清新,气味,正面
263,使用体验,很好,使用体验,正面
263,价格,实惠,价格,正面
264,_,不好的体验,整体,负面
264,包装,太差了,包装,负面
264,物流,太慢了,物流,负面
264,气味,太难闻了,气味,负面
264,价格,太贵了,价格,负面
264,_,太差了,整体,负面
265,_,还可以,整体,正面
265,_,稍微去一点油,功效,正面
265,_,有点油,使用体验,负面
266,_,还可以,整体,正面
266,_,有点干,使用体验,负面
266,_,没有提亮肤色,功效,负面
266,_,有点暗淡,功效,负面
267,_,_,_,_
268,_,不错,整体,正面
268,包装,不错,包装,正面
268,气味,不错,气味,正面
269,味道,很奇怪,气味,负面
269,防晒效果,_,功效,中性
270,_,_,_,_
271,_,好的很,整体,正面
271,_,很喜欢,整体,正面
271,_,很滋养,使用体验,正面
271,_,美美哒,整体,正面
272,物流,很快,物流,正面
272,包装,完好,包装,正面
272,服务,好,服务,正面
272,_,满意,整体,正面
273,活动,合适,价格,正面
273,价格,优惠,价格,正面
273,补水效果,不错,功效,正面
273,礼品,_,价格,正面
273,_,不错,整体,正面
273,_,经常,使用体验,正面
273,_,袋装,包装,正面
274,_,挺好用的,整体,正面
274,香味,淡淡的,气味,正面
274,_,不脱妆,使用体验,正面
275,_,很好用,整体,正面
276,_,超级差,整体,负面
276,_,卡粉,使用体验,负面
276,_,一点也不遮瑕,功效,负面
276,_,别买,整体,负面
276,_,无敌卡粉,使用体验,负面
277,补水效果,很好,功效,正面
277,_,很舒服,使用体验,正面
278,_,很一般,整体,中性
278,_,稳和,整体,正面
278,味道,好闻,气味,正面
278,包装,精美,包装,正面
278,价格,便宜,价格,正面
278,_,一般,整体,中性
278,_,很好,整体,正面
279,_,正品,真伪,正面
279,快递,很快,物流,正面
279,_,实惠,价格,正面
279,价格,便宜,价格,正面
279,包装,精美,包装,正面
279,气味,好闻,气味,正面
279,尺寸,合适,尺寸,正面
279,新鲜度,好,新鲜度,正面
279,服务,很好,服务,正面
280,_,真的不错,整体,正面
280,_,是正品,真伪,正面
280,包装,很好,包装,正面
280,气味,很好,气味,正面
280,使用体验,很好,使用体验,正面
280,_,整体不错,整体,正面
281,味道,清淡,气味,正面
281,泡沫,很细腻,使用体验,正面
281,_,没有,其他,负面
281,_,过敏,使用体验,负面
281,_,怎么退,其他,负面
281,_,小样,其他,负面
281,_,换换牌子,整体,中性
281,_,水,使用体验,正面
281,_,四年,使用体验,中性
281,_,想换,整体,中性
282,_,_,_,_
283,活动,_,价格,正面
283,包装,好看,包装,正面
283,_,超级划算,价格,正面
284,_,差,整体,负面
284,_,长痘痘,使用体验,负面
284,包装,精美,包装,正面
284,气味,清新,气味,正面
284,使用体验,很好,使用体验,正面
284,价格,便宜,价格,正面
284,_,不错,整体,正面
285,_,还不错,整体,正面
285,_,一点也不卡粉,使用体验,正面
285,_,挺好的,整体,正面
285,_,有点小,尺寸,负面
286,_,挺好用的,整体,正面
287,_,挺好的,整体,正面
288,物流,很快,物流,正面
289,_,挺好用的,整体,正面
289,_,这家,整体,正面
289,_,选,整体,正面
289,_,以后,整体,正面
289,_,就,整体,正面
290,_,真品,真伪,正面
290,_,不错,整体,正面
